source,source_record_id,country_iso3,country_name,country_inferred,inference_basis,review_flags,crop,crop_latin,variety_name,variety_aliases,variety_type,year_release,release_status,breeder,maintainer,status,ecology,notes,source_url,retrieved_at
kephis_2025,PIGEON PEA#(Kat/Mbaazi 2),KEN,Kenya,False,,"kephis_partial_extract:year_release,breeder",PIGEONPEA,Cajanus Cajan L. Millsp,(Kat/Mbaazi 2),,,,unknown,,,,, medium maturity,https://www.kephis.go.ke/sites/default/files/2025-02/NATIONAL%20CROP%20VARIETY%20LIST-%202025%20EDITION.pdf,2026-05-19T21:02:27+00:00
kephis_2025,PIGEON PEA#Kat/Mbaazi 3,KEN,Kenya,False,,"kephis_partial_extract:year_release,breeder",PIGEONPEA,Cajanus Cajan L. Millsp,Kat/Mbaazi 3,,,,unknown,,KARI- Katumani,,altitude_masl: 10- 1500," Extra early, Short duration | Alt(masl): 10- 1500 | Maturity: 3-3.5 | Yield: 1.5-2.0",https://www.kephis.go.ke/sites/default/files/2025-02/NATIONAL%20CROP%20VARIETY%20LIST-%202025%20EDITION.pdf,2026-05-19T21:02:27+00:00
kephis_2025,PIGEON PEA#ICEA P00068,KEN,Kenya,False,,"kephis_partial_extract:year_release,breeder",PIGEONPEA,Cajanus Cajan L. Millsp,ICEA P00068,,,,unknown,,KARI- Katumani,,altitude_masl: 10 – 1500, Medium maturity | Alt(masl): 10 – 1500 | Maturity: 4-6 | Yield: 2-2.5,https://www.kephis.go.ke/sites/default/files/2025-02/NATIONAL%20CROP%20VARIETY%20LIST-%202025%20EDITION.pdf,2026-05-19T21:02:27+00:00
ecowas,4#1,,,False,,multi_country_brand,OKRA,Abelmoschus esculentus (L.,DJITABA,,lineage,2022,registered,,IER/WORD VEGETABL E CENTER,,,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,6#15,,,False,,multi_country_brand,MAIZE,Zea mays L.,SEMAX 5,,hybrid,2021,registered,SemAfort,SemAfort,,,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#2,,,False,,multi_country_brand,RICE,Oryza sativa L.,ARICA-RP 1,,lignée pure,,unknown,,IER/Africarice,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#3,,,False,,multi_country_brand,RICE,Oryza sativa L.,ARICA-RP 4,,lignée pure,,unknown,,IER/Africarice,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#4,,,False,,multi_country_brand,RICE,Oryza sativa L.,ARICA-RP 5,,lignée pure,,unknown,,IER/Africarice,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#5,,,False,,multi_country_brand,RICE,Oryza sativa L.,ARIZE 6444 GOLD,,hybrid,,unknown,,Bayer/Bayer,,"isohyete_mm: 600-1,200",,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#6,,,False,,multi_country_brand,RICE,Oryza sativa L.,ARIZE TEJ GOLD,,hybrid,,unknown,,Bayer/Bayer,,isohyete_mm: 600-1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#7,,,False,,multi_country_brand,RICE,Oryza sativa L.,DKA-M8,,lignée pure,,unknown,,IER,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#12,,,False,,multi_country_brand,RICE,Oryza sativa L.,KAFACI 2,,lignée pure,,unknown,,IER/KAFACI,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#13,,,False,,multi_country_brand,RICE,Oryza sativa L.,KAFACI 3,,lignée pure,,unknown,,IER/KAFACI,,isohyete_mm: 800 - 1200,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#14,,,False,,multi_country_brand,RICE,Oryza sativa L.,FENGYOU 360,,hybrid,,unknown,,Winall-SARL/ SDR-Mali,,isohyete_mm: 600 - 800,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
ecowas,13#15,,,False,,multi_country_brand,RICE,Oryza sativa L.,WINALL 851,,hybrid,,unknown,,Winall- SARL/SDR- Mali,,isohyete_mm: 600 - 800,,https://ecowap.ecowas.int/media/events/concept/all/Regional_Catalogue_Version.pdf,2026-05-19T21:02:27+00:00
cimmyt_maize,ZH20378,,South Asia,False,,no_country,MAIZE,Zea mays L.,CIM20AHDY-78,ZH20378,hybrid,2026,released,CIMMYT,,,South Asia,"CIM20AHDY-78 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under heat-plus-drought conditions, and has tolerance to MSR. It demonstrates consistent yield across environments (7.30 t/ha under stress) with good stability across VPD levels and balanced... | Abiotic Stress Tolerance: Drought tolerant, Heat tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Fusarium stalk rot (FSR), Macrophomina stalk rot (MSR) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM20AHDY-78,2026-05-19T21:02:27+00:00
cimmyt_maize,ZH20368,,South Asia,False,,no_country,MAIZE,Zea mays L.,CIM20AHDY-68,ZH20368,hybrid,2026,released,CIMMYT,,,South Asia,"CIM20AHDY-68 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under heat-plus-drought conditions, and has tolerance to MSR. It exhibits superior yield under moderate stress (7.59 t/ha) with good relative yield (0.99) plus stable performance across VPD... | Abiotic Stress Tolerance: Drought tolerant, Heat tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Fusarium stalk rot (FSR), Macrophomina stalk rot (MSR) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20AHDY-68,2026-05-19T21:02:27+00:00
cimmyt_maize,ZH20370,,South Asia,False,,no_country,MAIZE,Zea mays L.,CIM20ADTY-70,ZH20370,hybrid,2026,released,CIMMYT,,,South Asia,"CIM20ADTY-70 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought conditions, and has tolerance to TLB and FSR. It is stable-performance hybrid with excellent seed production characteristics and improved disease tolerance (TLB), suited for variable... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM20ADTY-70,2026-05-19T21:02:27+00:00
cimmyt_maize,ZH20166,,South Asia,False,,no_country,MAIZE,Zea mays L.,CIM20ADTY-66,ZH20166,hybrid,2026,released,CIMMYT,,,South Asia,"CIM20ADTY-66 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought conditions, and has tolerance to TLB and FSR. It is a top-performing, high-yield hybrid under optimal conditions (8.06 t/ha) with broad adaptability, suitable for high-input environments.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20ADTY-66,2026-05-19T21:02:27+00:00
cimmyt_maize,ZH20441,,South Asia,False,,no_country,MAIZE,Zea mays L.,CIM20ADTY-41,ZH20441,hybrid,2026,released,CIMMYT,,,South Asia,"CIM20ADTY-41 is an intermediate-maturing maize hybrid bred for the tropical lowlands of South Asia. This high-yielding, yellow-kernel maize hybrid performs well under drought conditions, and has tolerance to TLB and FSR. It is a highly stable hybrid delivering consistent yields under stress, with strong drought resilience and excellent field uniformity.
			
			General... | Abiotic Stress Tolerance: Drought tolerant | Adaptation: Lowlands | Biotic Stress Tolerance: Ear rots, Fusarium stalk rot (FSR), Turcicum leaf blight (TLB) | Grain Color: Yellow grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing",https://maizecatalog.cimmyt.org/tech/CIM20ADTY-41,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH23303A,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24NUVA-03,CZH23303A,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24NUVA-03 is an early maturing, high-yielding, drought tolerant, nutritious maize hybrid with orange grain that is biofortified with PVA and is NUE, resistant to GLS, TLB, Ear rots, and MSV, and bred for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Biofortification: Provitamin A | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: Orange grain | Grain Texture: Flint | Maturity Group: Early maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24NUVA-03,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH23301A,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24NUVA-01,CZH23301A,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24NUVA-01 is an early maturing, high-yielding, drought tolerant, nutritious maize hybrid with orange grain that is biofortified with PVA and is NUE, resistant to GLS, TLB, Ear rots, and MSV, and bred for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Biofortification: Provitamin A | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: Orange grain | Grain Texture: Flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM24NUVA-01,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21247,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP1-I-05,CZH21247,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP1-I-05 is a high-yielding, intermediate-maturing maize hybrid with white grain and drought tolerance, that is NUE and resistant to GLS, TLB, ear rots, and MSV, suitable for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24SAPP1-I-05,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21299,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP1-I-14,CZH21299,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP1-I-14 is a high-yielding, intermediate-maturing maize hybrid with white grain and drought tolerance, that is NUE and resistant to GLS, TLB, ear rots, and MSV, suitable for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Intermediate maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24SAPP1-I-14,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21148,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP1-L-13,CZH21148,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP1-L-13 is a high-yielding, late-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24SAPP1-L-13,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21117,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP1-L-03,CZH21117,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP1-L-03 is a high-yielding, late-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, TLB, ear rots, and MSV. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and transition ecologies in southern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Target... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24SAPP1-L-03,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21078,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP2-18,CZH21078,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP2-18 is a high-yielding, early-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, MSV, and TLB. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM24SAPP2-18,2026-05-19T21:02:27+00:00
cimmyt_maize,CZH21028,,Southern Africa,False,,no_country,MAIZE,Zea mays L.,CIM24SAPP2-05,CZH21028,hybrid,2025,released,CIMMYT,,,Southern Africa,"CIM24SAPP2-05 is a high-yielding, early-maturing maize hybrid with white grain, that is drought tolerant, NUE, and resistant to GLS, MSV, and TLB. It is suitable for cultivation for food use in tropical, rainfed, dry/wet mid-altitude and lowland ecologies in southern Africa and similar agroecologies.
			
			General Information
		
		
			
			Target region
			Southern... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Lowlands, Mid-altitudes | Biotic Stress Tolerance: Grey leaf spot (GLS), Maize streak virus (MSV), Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM24SAPP2-05,2026-05-19T21:02:27+00:00
cimmyt_maize,CEH21042,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP3-42,CEH21042,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP3-42 is a late-maturing, high-yielding, maize hybrid adapted to highland agroecologies of eastern Africa, with white grain, with resistance to GLS, TLB, ear rot, rust and TLB.
			
			General Information
		
		
			
			Target region
			Eastern Africa 
		
		
			
			Adaptation/Agroecological zone
			1800-2400 masl
		
		
			
			Type of product
			Three-way... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM23EAPP3-42,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN210128,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP1-02-13,CKHMLN210128,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP1-02-13 is an early-maturing, high-yielding, maize hybrid with white grain, drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, and MSV. 
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological zone
			600-1500 masl
		
		
			
			Type of product
			Three-way... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Maize streak virus (MSV), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM23EAPP1-02-13,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN210643,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP1-02-15,CKHMLN210643,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP1-02-15 is an early maturing, white, high yielding, drought tolerant, NUE, and resistant to MLN, MSV, GLS, TLB, ear rots, and root &amp; stalk lodging tolerance.
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological zone
			1300-1900 masl
		
		
			
			Type of product
			Three-way cross
		
		
			
			
			
			Year... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM23EAPP1-02-15,2026-05-19T21:02:27+00:00
cimmyt_maize,CKH211940,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP2-15,CKH211940,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP2-15 is a late-maturing, high-yielding, white maize hybrid, with resistance to GLS, TLB, rust, ear rots, root &amp; stalk lodging, bred for use in tropical, rainfed, wet upper mid-altitude areas in eastern Africa and similar agroecologies. 
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Adaptation: Mid-altitudes | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Late maturing",https://maizecatalog.cimmyt.org/tech/CIM23EAPP2-15,2026-05-19T21:02:27+00:00
cimmyt_maize,CEH21040,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP3-40,CEH21040,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP3-40 is a late-maturing, high-yielding, white maize hybrid, with resistance to GLS, TLB, rust, and ear rots, bred for target agroecologies of the highlands of eastern Africa.
			
			General Information
		
		
			
			Target region
			Eastern Africa 
		
		
			
			Adaptation/Agroecological zone
			1800-2400 masl
		
		
			
			Type of product
			Three-way... | Adaptation: Highlands | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-dent | Maturity Group: Late maturing | Seed producibility traits: Good nicking",https://maizecatalog.cimmyt.org/tech/CIM23EAPP3-40,2026-05-19T21:02:27+00:00
cimmyt_maize,CKHMLN210298,,Eastern Africa,False,,no_country,MAIZE,Zea mays L.,CIM23EAPP1-02-12,CKHMLN210298,hybrid,2025,released,CIMMYT,,,Eastern Africa,"CIM23EAPP1-02-12 is an early-maturing, high-yielding, maize hybrid with white grain, drought tolerance, nitrogen-use efficiency, and resistance to GLS, TLB, ear rots, and MSV. Farmers noted it favorably for having large cobs.
			
			General Information
		
		
			
			Target region
			Eastern Africa
		
		
			
			Adaptation/Agroecological zone
			1300-1900... | Abiotic Stress Tolerance: Drought tolerant, Nitrogen-use efficient (NUE) | Biotic Stress Tolerance: Ear rots, Grey leaf spot (GLS), Maize Lethal Necrosis (MLN), Rust, Turcicum leaf blight (TLB) | Grain Color: White grain | Grain Texture: Semi-flint | Maturity Group: Early maturing",https://maizecatalog.cimmyt.org/tech/CIM23EAPP1-02-12,2026-05-19T21:02:27+00:00
